index,geometry,pipeline,pl_length_m,index_right,point,type,elevation_m,segment_length_m
139,"LINESTRING (202979.4533917836 966362.5301033226, 203380.5269053476 965473.5535618076, 203450.2685948226 965014.8059773494)",PS_Qa,9835.64476405561,66,WF_QaMaan,Tributary inflow,1384.0,1439.2822721231219
139,"LINESTRING (202979.4533917836 966362.5301033226, 203380.5269053476 965473.5535618076, 203450.2685948226 965014.8059773494)",PS_Qa,9835.64476405561,65,WF_Manshiyeh,Tributary inflow,1434.0,1439.2822721231219
140,"LINESTRING (203450.2685948226 965014.8059773494, 202578.3106629423 963801.5318089924)",PS_Qa,9835.64476405561,65,WF_Manshiyeh,Tributary inflow,1434.0,1494.1033573924412
140,"LINESTRING (203450.2685948226 965014.8059773494, 202578.3106629423 963801.5318089924)",PS_Qa,9835.64476405561,188,PS_Qa2MA_WMusa,River supply,1440.0,1494.1033573924412
141,"LINESTRING (202578.3106629423 963801.5318089924, 200907.3213764181 963261.1453854139)",PS_Qa,9835.64476405561,188,PS_Qa2MA_WMusa,River supply,1440.0,1756.195513736084
141,"LINESTRING (202578.3106629423 963801.5318089924, 200907.3213764181 963261.1453854139)",PS_Qa,9835.64476405561,187,PS_Qa2MA_Ail,River supply,1482.0,1756.195513736084
142,"LINESTRING (200907.3213764181 963261.1453854139, 198483.8553641576 962605.917763461)",PS_Qa,9835.64476405561,187,PS_Qa2MA_Ail,River supply,1482.0,2510.4801829832945
143,"LINESTRING (218628.9208636171 949075.1429523504, 221785.8650421159 948468.8865929749)",PS_Maan,10422.030528112935,68,WF_Tahouneh,Tributary inflow,1107.0,3214.629577329321
144,"LINESTRING (221785.8650421159 948468.8865929749, 224817.9432776754 947468.2335861262)",PS_Maan,10422.030528112935,68,WF_Tahouneh,Tributary inflow,1107.0,3192.930451273452
144,"LINESTRING (221785.8650421159 948468.8865929749, 224817.9432776754 947468.2335861262)",PS_Maan,10422.030528112935,67,WF_Samneh,Tributary inflow,1077.0,3192.930451273452
145,"LINESTRING (224817.9432776754 947468.2335861262, 226808.5444158083 945925.2516718172)",PS_Maan,10422.030528112935,67,WF_Samneh,Tributary inflow,1077.0,2518.588112220964
145,"LINESTRING (224817.9432776754 947468.2335861262, 226808.5444158083 945925.2516718172)",PS_Maan,10422.030528112935,189,PS_Maan2MA_Maan,River supply,1041.0,2518.588112220964
146,"LINESTRING (226808.5444158083 945925.2516718172, 228003.8058813055 945025.7995354033)",PS_Maan,10422.030528112935,189,PS_Maan2MA_Maan,River supply,1041.0,1495.882387289197
147,"LINESTRING (231387.6122304832 1022194.440473106, 230482.1742293966 1022851.166032671)",PS_Hasa,12960.132881101192,69,PL_RedDeadToTafileh Inflow,Tributary inflow,994.0,1118.528691808196
148,"LINESTRING (230482.1742293966 1022851.166032671, 229214.8156529312 1023724.36332576)",PS_Hasa,12960.132881101192,69,PL_RedDeadToTafileh Inflow,Tributary inflow,994.0,1539.0488211871905
148,"LINESTRING (230482.1742293966 1022851.166032671, 229214.8156529312 1023724.36332576)",PS_Hasa,12960.132881101192,70,WF_Hasa,Tributary inflow,1000.0,1539.0488211871905
149,"LINESTRING (229214.8156529312 1023724.36332576, 226404.0928068755 1024587.169365245)",PS_Hasa,12960.132881101192,70,WF_Hasa,Tributary inflow,1000.0,2940.169583393584
149,"LINESTRING (229214.8156529312 1023724.36332576, 226404.0928068755 1024587.169365245)",PS_Hasa,12960.132881101192,191,PS_Hasa2TA_Hasa,River supply,1050.0,2940.169583393584
150,"LINESTRING (226404.0928068755 1024587.169365245, 225678.3261686191 1024839.451964458, 225106.2544446071 1024802.092077808, 224147.5562685665 1024766.10696493)",PS_Hasa,12960.132881101192,191,PS_Hasa2TA_Hasa,River supply,1050.0,2301.027956656575
150,"LINESTRING (226404.0928068755 1024587.169365245, 225678.3261686191 1024839.451964458, 225106.2544446071 1024802.092077808, 224147.5562685665 1024766.10696493)",PS_Hasa,12960.132881101192,190,PS_Hasa2TA_Bus,River supply,1107.0,2301.027956656575
151,"LINESTRING (224147.5562685665 1024766.10696493, 223391.5920998144 1024757.83684997, 222634.6102643435 1024761.81113173)",PS_Hasa,12960.132881101192,190,PS_Hasa2TA_Bus,River supply,1107.0,1513.0016724220468
151,"LINESTRING (224147.5562685665 1024766.10696493, 223391.5920998144 1024757.83684997, 222634.6102643435 1024761.81113173)",PS_Hasa,12960.132881101192,192,PS_Hasa2TA_Qasabat,River supply,1117.0,1513.0016724220468
152,"LINESTRING (222634.6102643435 1024761.81113173, 220696.1515625626 1024688.051749454, 219171.2057244368 1024176.392397028)",PS_Hasa,12960.132881101192,192,PS_Hasa2TA_Qasabat,River supply,1117.0,3548.3561556335985
153,"LINESTRING (217610.4785588178 1077553.974591372, 218004.2916604842 1078258.769501478)",PS_Al Qasr,6910.291794982171,71,PL_GhwairQasr Inflow,Tributary inflow,952.0,807.356565809221
154,"LINESTRING (218004.2916604842 1078258.769501478, 218463.0549354841 1078907.334402703, 218549.4993791601 1079152.784791928)",PS_Al Qasr,6910.291794982171,71,PL_GhwairQasr Inflow,Tributary inflow,952.0,1054.6459881122207
154,"LINESTRING (218004.2916604842 1078258.769501478, 218463.0549354841 1078907.334402703, 218549.4993791601 1079152.784791928)",PS_Al Qasr,6910.291794982171,73,WF_Jadah,Tributary inflow,875.0,1054.6459881122207
155,"LINESTRING (218549.4993791601 1079152.784791928, 218937.312895065 1079690.159953013, 219134.3878776806 1080292.066130643)",PS_Al Qasr,6910.291794982171,73,WF_Jadah,Tributary inflow,875.0,1296.0479991447946
155,"LINESTRING (218549.4993791601 1079152.784791928, 218937.312895065 1079690.159953013, 219134.3878776806 1080292.066130643)",PS_Al Qasr,6910.291794982171,72,Tributary Inflow 2,Tributary inflow,916.0,1296.0479991447946
156,"LINESTRING (219134.3878776806 1080292.066130643, 219193.2865779118 1081322.43188676)",PS_Al Qasr,6910.291794982171,72,Tributary Inflow 2,Tributary inflow,916.0,1032.0477935963418
156,"LINESTRING (219134.3878776806 1080292.066130643, 219193.2865779118 1081322.43188676)",PS_Al Qasr,6910.291794982171,194,PS_Qasr2KA_Fqou,River supply,917.0,1032.0477935963418
157,"LINESTRING (219193.2865779118 1081322.43188676, 219380.1441455787 1082261.376170293)",PS_Al Qasr,6910.291794982171,194,PS_Qasr2KA_Fqou,River supply,917.0,957.356839519771
157,"LINESTRING (219193.2865779118 1081322.43188676, 219380.1441455787 1082261.376170293)",PS_Al Qasr,6910.291794982171,193,PS_Qasr2KA_AlQasr,River supply,912.0,957.356839519771
158,"LINESTRING (219380.1441455787 1082261.376170293, 219604.0174158879 1084009.939485752)",PS_Al Qasr,6910.291794982171,193,PS_Qasr2KA_AlQasr,River supply,912.0,1762.8366087998218
159,"LINESTRING (223821.723899983 1064638.960391225, 222942.5024428204 1065054.702035197)",PL_GhwairQasr,15203.85249777258,76,WF_Muhay,Tributary inflow,969.0,972.5592451195129
160,"LINESTRING (222942.5024428204 1065054.702035197, 222381.49010572 1066283.745045436, 222211.5791133661 1066711.998021853)",PL_GhwairQasr,15203.85249777258,76,WF_Muhay,Tributary inflow,969.0,1811.7578887524912
160,"LINESTRING (222942.5024428204 1065054.702035197, 222381.49010572 1066283.745045436, 222211.5791133661 1066711.998021853)",PL_GhwairQasr,15203.85249777258,75,WF_Ghwair,Tributary inflow,992.0,1811.7578887524912
161,"LINESTRING (222211.5791133661 1066711.998021853, 221737.1108888349 1067820.649462586)",PL_GhwairQasr,15203.85249777258,75,WF_Ghwair,Tributary inflow,992.0,1205.9138083337039
161,"LINESTRING (222211.5791133661 1066711.998021853, 221737.1108888349 1067820.649462586)",PL_GhwairQasr,15203.85249777258,77,WF_Sultani,Tributary inflow,977.0,1205.9138083337039
162,"LINESTRING (221737.1108888349 1067820.649462586, 220551.3060776829 1069425.917249027)",PL_GhwairQasr,15203.85249777258,77,WF_Sultani,Tributary inflow,977.0,1995.7499132745418
162,"LINESTRING (221737.1108888349 1067820.649462586, 220551.3060776829 1069425.917249027)",PL_GhwairQasr,15203.85249777258,74,PS_Ghwair Inflow,Tributary inflow,1011.0,1995.7499132745418
163,"LINESTRING (220551.3060776829 1069425.917249027, 220118.2004238209 1070712.248880421, 220048.399434613 1071159.868064873)",PL_GhwairQasr,15203.85249777258,74,PS_Ghwair Inflow,Tributary inflow,1011.0,1810.3164001504167
163,"LINESTRING (220551.3060776829 1069425.917249027, 220118.2004238209 1070712.248880421, 220048.399434613 1071159.868064873)",PL_GhwairQasr,15203.85249777258,195,PL_GhwQasr2KA_Ayy_M,River supply,1005.0,1810.3164001504167
164,"LINESTRING (220048.399434613 1071159.868064873, 219959.4704808457 1071822.503282677, 219772.7165602 1072225.212355487)",PL_GhwairQasr,15203.85249777258,195,PL_GhwQasr2KA_Ayy_M,River supply,1005.0,1112.4809143899415
164,"LINESTRING (220048.399434613 1071159.868064873, 219959.4704808457 1071822.503282677, 219772.7165602 1072225.212355487)",PL_GhwairQasr,15203.85249777258,196,Withdrawal Node 1,River supply,997.0,1112.4809143899415
165,"LINESTRING (219772.7165602 1072225.212355487, 219650.3899353955 1072505.154877999, 219547.3175994006 1073144.441926996, 218004.2916604842 1078258.769501478)",PL_GhwairQasr,15203.85249777258,196,Withdrawal Node 1,River supply,997.0,6295.07432775197
165,"LINESTRING (219772.7165602 1072225.212355487, 219650.3899353955 1072505.154877999, 219547.3175994006 1073144.441926996, 218004.2916604842 1078258.769501478)",PL_GhwairQasr,15203.85249777258,71,PL_GhwairQasr Inflow,Tributary inflow,952.0,6295.07432775197
166,"LINESTRING (251800.1473475684 1157495.42487339, 251655.8072801367 1157465.428226019)",PS_Ain Ghazal,11447.447266994812,78,PL_Dab_AinGhazal Inflow,Tributary inflow,644.0,147.42406153581032
167,"LINESTRING (251655.8072801367 1157465.428226019, 251336.339250307 1157237.733399739, 251040.0914938247 1157059.030906125, 250126.3581940947 1156448.476183856, 249623.7935198865 1156180.578508294, 248873.2844559001 1155707.829633802)",PS_Ain Ghazal,11447.447266994812,78,PL_Dab_AinGhazal Inflow,Tributary inflow,644.0,3293.72869817292
167,"LINESTRING (251655.8072801367 1157465.428226019, 251336.339250307 1157237.733399739, 251040.0914938247 1157059.030906125, 250126.3581940947 1156448.476183856, 249623.7935198865 1156180.578508294, 248873.2844559001 1155707.829633802)",PS_Ain Ghazal,11447.447266994812,79,WF_Russeifa Spring,Tributary inflow,661.0,3293.72869817292
168,"LINESTRING (248873.2844559001 1155707.829633802, 247923.4906108837 1155083.891976285)",PS_Ain Ghazal,11447.447266994812,79,WF_Russeifa Spring,Tributary inflow,661.0,1136.400698916832
168,"LINESTRING (248873.2844559001 1155707.829633802, 247923.4906108837 1155083.891976285)",PS_Ain Ghazal,11447.447266994812,199,PSAinGhazal2AM_SZ08,River supply,730.0,1136.400698916832
169,"LINESTRING (247923.4906108837 1155083.891976285, 247390.4902789008 1154824.74654346, 246852.2628411838 1154128.646239636, 246758.1115041903 1153953.822256814)",PS_Ain Ghazal,11447.447266994812,199,PSAinGhazal2AM_SZ08,River supply,730.0,1671.13604761214
169,"LINESTRING (247923.4906108837 1155083.891976285, 247390.4902789008 1154824.74654346, 246852.2628411838 1154128.646239636, 246758.1115041903 1153953.822256814)",PS_Ain Ghazal,11447.447266994812,197,PSAinGhazal2AM_SZ01,River supply,770.0,1671.13604761214
170,"LINESTRING (246758.1115041903 1153953.822256814, 246156.1206372756 1153176.323993025, 245645.1272190931 1152227.648262141, 245439.536444343 1151903.404858744, 244774.3743858348 1150813.903140574)",PS_Ain Ghazal,11447.447266994812,197,PSAinGhazal2AM_SZ01,River supply,770.0,3721.2821857895115
170,"LINESTRING (246758.1115041903 1153953.822256814, 246156.1206372756 1153176.323993025, 245645.1272190931 1152227.648262141, 245439.536444343 1151903.404858744, 244774.3743858348 1150813.903140574)",PS_Ain Ghazal,11447.447266994812,198,PSAinGhazal2AM_SZ02,River supply,873.0,3721.2821857895115
171,"LINESTRING (244774.3743858348 1150813.903140574, 244173.6936220586 1149680.560913828, 244094.6081456595 1149502.547775876)",PS_Ain Ghazal,11447.447266994812,198,PSAinGhazal2AM_SZ02,River supply,873.0,1477.4755749676012
172,"LINESTRING (241612.4061095252 1143823.486194683, 241646.7095915937 1143789.349492932, 242190.957789594 1143764.357864237)",PS_Abu Alanda,8223.76924927209,81,PL_RedDead Inflow,Tributary inflow,873.0,593.2163597033123
173,"LINESTRING (242190.957789594 1143764.357864237, 242786.2355105617 1143616.664140441, 243486.2310679307 1143515.226710534)",PS_Abu Alanda,8223.76924927209,81,PL_RedDead Inflow,Tributary inflow,873.0,1320.6332775752987
173,"LINESTRING (242190.957789594 1143764.357864237, 242786.2355105617 1143616.664140441, 243486.2310679307 1143515.226710534)",PS_Abu Alanda,8223.76924927209,80,Disi2AbuAlanda Inflow,Tributary inflow,925.0,1320.6332775752987
174,"LINESTRING (243486.2310679307 1143515.226710534, 243965.225994508 1143618.498818706, 244425.6527373037 1143671.754248913, 245117.1198046208 1143830.974008671, 246175.4483512774 1143896.495217732)",PS_Abu Alanda,8223.76924927209,80,Disi2AbuAlanda Inflow,Tributary inflow,925.0,2723.414108046664
174,"LINESTRING (243486.2310679307 1143515.226710534, 243965.225994508 1143618.498818706, 244425.6527373037 1143671.754248913, 245117.1198046208 1143830.974008671, 246175.4483512774 1143896.495217732)",PS_Abu Alanda,8223.76924927209,82,PS_ZaraMain Inflow,Tributary inflow,875.0,2723.414108046664
175,"LINESTRING (246175.4483512774 1143896.495217732, 247085.3005627653 1144200.541496856)",PS_Abu Alanda,8223.76924927209,82,PS_ZaraMain Inflow,Tributary inflow,875.0,959.3097448678658
175,"LINESTRING (246175.4483512774 1143896.495217732, 247085.3005627653 1144200.541496856)",PS_Abu Alanda,8223.76924927209,200,PS_AbuAlanda2AM_SZ04,River supply,844.0,959.3097448678658
176,"LINESTRING (247085.3005627653 1144200.541496856, 248190.150269442 1144363.105252295)",PS_Abu Alanda,8223.76924927209,200,PS_AbuAlanda2AM_SZ04,River supply,844.0,1116.7452032249407
176,"LINESTRING (247085.3005627653 1144200.541496856, 248190.150269442 1144363.105252295)",PS_Abu Alanda,8223.76924927209,201,PS_AbuAlanda2ZA_QZarqa,River supply,833.0,1116.7452032249407
177,"LINESTRING (248190.150269442 1144363.105252295, 248724.7257496623 1144610.087418585)",PS_Abu Alanda,8223.76924927209,201,PS_AbuAlanda2ZA_QZarqa,River supply,833.0,588.8727659843195
177,"LINESTRING (248190.150269442 1144363.105252295, 248724.7257496623 1144610.087418585)",PS_Abu Alanda,8223.76924927209,135,PL_AbuAlanda2Khaw Outflow,Diversion Outflow,833.0,588.8727659843195
178,"LINESTRING (248724.7257496623 1144610.087418585, 249489.8648952345 1144770.17478508, 249624.8780638377 1144806.716192302)",PS_Abu Alanda,8223.76924927209,135,PL_AbuAlanda2Khaw Outflow,Diversion Outflow,833.0,921.5777898696897
179,"LINESTRING (208325.6418551549 1177496.644555802, 207614.700747196 1176719.902842141, 206969.8885051071 1176139.740230041, 206698.8667286754 1175718.453445915, 206245.4629447589 1175385.227584857)",PL_ToDeirAlla,4620.047728598062,83,Slaikhat Wells from YWC,Tributary inflow,-268.0,2983.992117608602
180,"LINESTRING (206245.4629447589 1175385.227584857, 205049.6168615777 1174268.701674907)",PL_ToDeirAlla,4620.047728598062,83,Slaikhat Wells from YWC,Tributary inflow,-268.0,1636.0556109894608
179,"LINESTRING (208325.6418551549 1177496.644555802, 207614.700747196 1176719.902842141, 206969.8885051071 1176139.740230041, 206698.8667286754 1175718.453445915, 206245.4629447589 1175385.227584857)",PL_ToDeirAlla,4620.047728598062,134,PL_ToDeirAlla Outflow,Diversion Outflow,-234.0,2983.992117608602
180,"LINESTRING (206245.4629447589 1175385.227584857, 205049.6168615777 1174268.701674907)",PL_ToDeirAlla,4620.047728598062,49,PL_ToDeirAlla Inflow,Tributary inflow,-272.0,1636.0556109894608
181,"LINESTRING (204820.0491694226 1227939.213879717, 204994.7729608494 1226828.594310221)",KAC,64349.75759022323,84,WF_Mukheibe,Tributary inflow,-208.0,1124.2794276502405
182,"LINESTRING (204994.7729608494 1226828.594310221, 205657.6525478044 1221545.396127225, 205753.988974134 1221129.8652486)",KAC,64349.75759022323,84,WF_Mukheibe,Tributary inflow,-208.0,5751.173348534647
181,"LINESTRING (204820.0491694226 1227939.213879717, 204994.7729608494 1226828.594310221)",KAC,64349.75759022323,86,Yarmouk Inflow,Tributary inflow,-236.0,1124.2794276502405
182,"LINESTRING (204994.7729608494 1226828.594310221, 205657.6525478044 1221545.396127225, 205753.988974134 1221129.8652486)",KAC,64349.75759022323,138,New Resource North Outflow,Diversion Outflow,-240.0,5751.173348534647
183,"LINESTRING (205753.988974134 1221129.8652486, 205553.0240930073 1216452.445173528, 203653.5113700283 1201301.39825718)",KAC,64349.75759022323,138,New Resource North Outflow,Diversion Outflow,-240.0,19951.39054564068
183,"LINESTRING (205753.988974134 1221129.8652486, 205553.0240930073 1216452.445173528, 203653.5113700283 1201301.39825718)",KAC,64349.75759022323,204,KAC2IR_AgriJV,River supply,-281.0,19951.39054564068
184,"LINESTRING (203653.5113700283 1201301.39825718, 204339.2830220603 1183052.400100279, 204428.2020340089 1182138.931710732)",KAC,64349.75759022323,204,KAC2IR_AgriJV,River supply,-281.0,19179.664749090556
184,"LINESTRING (203653.5113700283 1201301.39825718, 204339.2830220603 1183052.400100279, 204428.2020340089 1182138.931710732)",KAC,64349.75759022323,139,PL_DeirAllaToZay Outflow,Diversion Outflow,-294.0,19179.664749090556
185,"LINESTRING (204428.2020340089 1182138.931710732, 203947.4415573088 1176884.213560693)",KAC,64349.75759022323,139,PL_DeirAllaToZay Outflow,Diversion Outflow,-294.0,5276.6649952700545
185,"LINESTRING (204428.2020340089 1182138.931710732, 203947.4415573088 1176884.213560693)",KAC,64349.75759022323,85,Wadi Zarqa Inflow,Tributary inflow,-287.0,5276.6649952700545
186,"LINESTRING (203947.4415573088 1176884.213560693, 202897.3061567202 1166419.047561563)",KAC,64349.75759022323,85,Wadi Zarqa Inflow,Tributary inflow,-287.0,10517.72236508045
186,"LINESTRING (203947.4415573088 1176884.213560693, 202897.3061567202 1166419.047561563)",KAC,64349.75759022323,203,KAC2BQ_AgriJV,River supply,-312.0,10517.72236508045
187,"LINESTRING (202897.3061567202 1166419.047561563, 202911.3606905372 1165588.511230934, 202260.3193434587 1163998.423125361)",KAC,64349.75759022323,203,KAC2BQ_AgriJV,River supply,-312.0,2548.862158956604
188,"LINESTRING (233206.7779116951 885762.0066607422, 234854.5554799137 895221.8575483618, 242300.2607212905 937638.7824809697, 254571.3304911395 1005245.919106955, 259057.1060772108 1043727.499437777, 259923.4948227847 1061192.937748352, 261064.6569586611 1078791.11075954, 261998.6134208101 1091848.108357421, 243955.7495519771 1136698.496026151)",PL_Disi,262566.8964457798,140,Disi2AbuAlanda Outflow,Diversion Outflow,785.0,256677.63813042897
189,"LINESTRING (243955.7495519771 1136698.496026151, 243267.3889333126 1138148.488394065, 242712.9995778395 1139288.970002653, 242361.2777331448 1140163.656516905, 242215.1257544833 1140485.328127819)",PL_Disi,262566.8964457798,140,Disi2AbuAlanda Outflow,Diversion Outflow,785.0,4169.249808795093
188,"LINESTRING (233206.7779116951 885762.0066607422, 234854.5554799137 895221.8575483618, 242300.2607212905 937638.7824809697, 254571.3304911395 1005245.919106955, 259057.1060772108 1043727.499437777, 259923.4948227847 1061192.937748352, 261064.6569586611 1078791.11075954, 261998.6134208101 1091848.108357421, 243955.7495519771 1136698.496026151)",PL_Disi,262566.8964457798,92,WF_Disi,Tributary inflow,893.0,256677.63813042897
189,"LINESTRING (243955.7495519771 1136698.496026151, 243267.3889333126 1138148.488394065, 242712.9995778395 1139288.970002653, 242361.2777331448 1140163.656516905, 242215.1257544833 1140485.328127819)",PL_Disi,262566.8964457798,141,PL_DISI2Dabouq Outflow,Diversion Outflow,849.0,4169.249808795093
190,"LINESTRING (242215.1257544833 1140485.328127819, 241866.2960940523 1142169.592694515)",PL_Disi,262566.8964457798,141,PL_DISI2Dabouq Outflow,Diversion Outflow,849.0,1720.0085065557487
