index,geometry,pipeline,pl_length_m,index_right,point,type,elevation_m,segment_length_m
0,"LINESTRING (299202.6578149869 1182472.517535737, 298053.4310026296 1182833.892921859)",PL_Aqeb_Irbid,76193.92997818305,3,WF_Aqeb Inflow,Tributary inflow,799.0,1204.705124059835
1,"LINESTRING (298053.4310026296 1182833.892921859, 296585.8421868574 1183253.510161218)",PL_Aqeb_Irbid,76193.92997818305,3,WF_Aqeb Inflow,Tributary inflow,799.0,1526.3995413217951
1,"LINESTRING (298053.4310026296 1182833.892921859, 296585.8421868574 1183253.510161218)",PL_Aqeb_Irbid,76193.92997818305,129,PS_NorthBadia Outflow,Diversion Outflow,803.0,1526.3995413217951
2,"LINESTRING (296585.8421868574 1183253.510161218, 295948.1526134762 1183434.092964079, 295115.8576994641 1183800.866324163, 289916.7933366007 1185465.808474869, 287193.53973264 1186460.866250263, 283270.8659595831 1187994.326350888, 274893.6580683835 1191569.216975255)",PL_Aqeb_Irbid,76193.92997818305,129,PS_NorthBadia Outflow,Diversion Outflow,803.0,23250.6454843931
2,"LINESTRING (296585.8421868574 1183253.510161218, 295948.1526134762 1183434.092964079, 295115.8576994641 1183800.866324163, 289916.7933366007 1185465.808474869, 287193.53973264 1186460.866250263, 283270.8659595831 1187994.326350888, 274893.6580683835 1191569.216975255)",PL_Aqeb_Irbid,76193.92997818305,1,PL_KhawZaatari Inflow,Tributary inflow,660.0,23250.6454843931
3,"LINESTRING (274893.6580683835 1191569.216975255, 273379.0063690066 1192125.832366767)",PL_Aqeb_Irbid,76193.92997818305,1,PL_KhawZaatari Inflow,Tributary inflow,660.0,1613.6884657496366
3,"LINESTRING (274893.6580683835 1191569.216975255, 273379.0063690066 1192125.832366767)",PL_Aqeb_Irbid,76193.92997818305,125,PL_ZatariKhaw Outflow,Diversion Outflow,657.0,1613.6884657496366
4,"LINESTRING (273379.0063690066 1192125.832366767, 272383.8595700681 1192550.420413025)",PL_Aqeb_Irbid,76193.92997818305,125,PL_ZatariKhaw Outflow,Diversion Outflow,657.0,1081.939074283905
4,"LINESTRING (273379.0063690066 1192125.832366767, 272383.8595700681 1192550.420413025)",PL_Aqeb_Irbid,76193.92997818305,0,Corridor,Tributary inflow,664.0,1081.939074283905
5,"LINESTRING (272383.8595700681 1192550.420413025, 271153.2083147835 1193083.641744502)",PL_Aqeb_Irbid,76193.92997818305,0,Corridor,Tributary inflow,664.0,1341.2037505448288
5,"LINESTRING (272383.8595700681 1192550.420413025, 271153.2083147835 1193083.641744502)",PL_Aqeb_Irbid,76193.92997818305,153,PL_AqebIrbidZatari2MF_ROU,River supply,667.0,1341.2037505448288
6,"LINESTRING (271153.2083147835 1193083.641744502, 264900.5136816244 1195429.351991968, 259537.013958294 1197727.980031601, 256246.1377371024 1199393.791635282)",PL_Aqeb_Irbid,76193.92997818305,153,PL_AqebIrbidZatari2MF_ROU,River supply,667.0,16201.990182170413
6,"LINESTRING (271153.2083147835 1193083.641744502, 264900.5136816244 1195429.351991968, 259537.013958294 1197727.980031601, 256246.1377371024 1199393.791635282)",PL_Aqeb_Irbid,76193.92997818305,152,PL_AqebIrbidUmLulu2MF_ROU,River supply,769.0,16201.990182170413
7,"LINESTRING (256246.1377371024 1199393.791635282, 254593.1619577492 1200110.571518236)",PL_Aqeb_Irbid,76193.92997818305,152,PL_AqebIrbidUmLulu2MF_ROU,River supply,769.0,1801.694293640303
7,"LINESTRING (256246.1377371024 1199393.791635282, 254593.1619577492 1200110.571518236)",PL_Aqeb_Irbid,76193.92997818305,151,PL_AqebIrbidBwaidah2ROUMF,River supply,767.0,1801.694293640303
8,"LINESTRING (254593.1619577492 1200110.571518236, 254044.3042715168 1200363.253805452, 253190.094973516 1200676.638487985)",PL_Aqeb_Irbid,76193.92997818305,151,PL_AqebIrbidBwaidah2ROUMF,River supply,767.0,1514.1103696359673
8,"LINESTRING (254593.1619577492 1200110.571518236, 254044.3042715168 1200363.253805452, 253190.094973516 1200676.638487985)",PL_Aqeb_Irbid,76193.92997818305,124,PL_UmLulu_Jerash Outflow,Diversion Outflow,789.0,1514.1103696359673
9,"LINESTRING (253190.094973516 1200676.638487985, 250618.258777269 1201983.14217424, 248812.5917556086 1202009.773350954, 243049.1773496883 1204961.542991714)",PL_Aqeb_Irbid,76193.92997818305,124,PL_UmLulu_Jerash Outflow,Diversion Outflow,789.0,11165.857902185286
9,"LINESTRING (253190.094973516 1200676.638487985, 250618.258777269 1201983.14217424, 248812.5917556086 1202009.773350954, 243049.1773496883 1204961.542991714)",PL_Aqeb_Irbid,76193.92997818305,126,PL_ZatariRamtha Outflow,Diversion Outflow,651.0,11165.857902185286
10,"LINESTRING (243049.1773496883 1204961.542991714, 239512.6005189571 1206473.422713391, 236291.3900010535 1207808.953363316)",PL_Aqeb_Irbid,76193.92997818305,126,PL_ZatariRamtha Outflow,Diversion Outflow,651.0,7333.283314683904
10,"LINESTRING (243049.1773496883 1204961.542991714, 239512.6005189571 1206473.422713391, 236291.3900010535 1207808.953363316)",PL_Aqeb_Irbid,76193.92997818305,123,PL_Mafraq2Irbid Outflow,Diversion Outflow,685.0,7333.283314683904
11,"LINESTRING (236291.3900010535 1207808.953363316, 235427.8607289586 1208153.702547708)",PL_Aqeb_Irbid,76193.92997818305,123,PL_Mafraq2Irbid Outflow,Diversion Outflow,685.0,929.8036372825151
11,"LINESTRING (236291.3900010535 1207808.953363316, 235427.8607289586 1208153.702547708)",PL_Aqeb_Irbid,76193.92997818305,2,PL_WadiArab2Hofa Inflow,Tributary inflow,688.0,929.8036372825151
12,"LINESTRING (235427.8607289586 1208153.702547708, 234397.3063550675 1208602.802576803, 233481.9252659575 1208991.743119886, 232756.6258592266 1209363.109162948, 232174.8622206261 1209489.214867202, 231117.2955327637 1209945.131912936)",PL_Aqeb_Irbid,76193.92997818305,2,PL_WadiArab2Hofa Inflow,Tributary inflow,688.0,4680.516275440485
12,"LINESTRING (235427.8607289586 1208153.702547708, 234397.3063550675 1208602.802576803, 233481.9252659575 1208991.743119886, 232756.6258592266 1209363.109162948, 232174.8622206261 1209489.214867202, 231117.2955327637 1209945.131912936)",PL_Aqeb_Irbid,76193.92997818305,128,PS_Hofa2Jerash,Diversion Outflow,744.0,4680.516275440485
13,"LINESTRING (231117.2955327637 1209945.131912936, 230866.4216879834 1210080.005590086, 230124.2397900303 1210319.479593054)",PL_Aqeb_Irbid,76193.92997818305,128,PS_Hofa2Jerash,Diversion Outflow,744.0,1064.6909128079335
13,"LINESTRING (231117.2955327637 1209945.131912936, 230866.4216879834 1210080.005590086, 230124.2397900303 1210319.479593054)",PL_Aqeb_Irbid,76193.92997818305,127,PS_Hofa2Ajloun,Diversion Outflow,805.0,1064.6909128079335
14,"LINESTRING (230124.2397900303 1210319.479593054, 229364.634888435 1211593.638471941)",PL_Aqeb_Irbid,76193.92997818305,127,PS_Hofa2Ajloun,Diversion Outflow,805.0,1483.401649983147
15,"LINESTRING (213318.1279375266 1221328.758000002, 214753.5834293994 1220328.162669932)",PL_WadiArab_Irbid,17450.144855464157,9,WF_WadiArab,Tributary inflow,306.0,1749.77812413575
16,"LINESTRING (214753.5834293994 1220328.162669932, 215327.3888227595 1219904.911966278)",PL_WadiArab_Irbid,17450.144855464157,9,WF_WadiArab,Tributary inflow,306.0,713.0173823922113
15,"LINESTRING (213318.1279375266 1221328.758000002, 214753.5834293994 1220328.162669932)",PL_WadiArab_Irbid,17450.144855464157,4,New Resource North Inflow,Tributary inflow,262.0,1749.77812413575
16,"LINESTRING (214753.5834293994 1220328.162669932, 215327.3888227595 1219904.911966278)",PL_WadiArab_Irbid,17450.144855464157,154,PL_WadiAIr2IR_AghwarShm,River supply,310.0,713.0173823922113
17,"LINESTRING (215327.3888227595 1219904.911966278, 215769.3811932536 1219565.368574527, 216357.9615392991 1219214.331296424)",PL_WadiArab_Irbid,17450.144855464157,154,PL_WadiAIr2IR_AghwarShm,River supply,310.0,1242.6701931218677
17,"LINESTRING (215327.3888227595 1219904.911966278, 215769.3811932536 1219565.368574527, 216357.9615392991 1219214.331296424)",PL_WadiArab_Irbid,17450.144855464157,7,WF_Mandah,Tributary inflow,196.0,1242.6701931218677
18,"LINESTRING (216357.9615392991 1219214.331296424, 217878.4430841663 1218043.786742085)",PL_WadiArab_Irbid,17450.144855464157,7,WF_Mandah,Tributary inflow,196.0,1918.8639039737677
18,"LINESTRING (216357.9615392991 1219214.331296424, 217878.4430841663 1218043.786742085)",PL_WadiArab_Irbid,17450.144855464157,6,WF_Juhfia,Tributary inflow,321.0,1918.8639039737677
19,"LINESTRING (217878.4430841663 1218043.786742085, 219860.2392128511 1216553.053737725)",PL_WadiArab_Irbid,17450.144855464157,6,WF_Juhfia,Tributary inflow,321.0,2479.8791877748663
19,"LINESTRING (217878.4430841663 1218043.786742085, 219860.2392128511 1216553.053737725)",PL_WadiArab_Irbid,17450.144855464157,8,WF_Scattered,Tributary inflow,398.0,2479.8791877748663
20,"LINESTRING (219860.2392128511 1216553.053737725, 221667.4523845726 1215864.73327542)",PL_WadiArab_Irbid,17450.144855464157,8,WF_Scattered,Tributary inflow,398.0,1933.8574163757971
20,"LINESTRING (219860.2392128511 1216553.053737725, 221667.4523845726 1215864.73327542)",PL_WadiArab_Irbid,17450.144855464157,5,Tabagat Fahl WF,Tributary inflow,501.0,1933.8574163757971
21,"LINESTRING (221667.4523845726 1215864.73327542, 222700.7457577339 1215708.254714069, 225401.0966596378 1215149.60215802)",PL_WadiArab_Irbid,17450.144855464157,5,Tabagat Fahl WF,Tributary inflow,501.0,3802.607407652274
21,"LINESTRING (221667.4523845726 1215864.73327542, 222700.7457577339 1215708.254714069, 225401.0966596378 1215149.60215802)",PL_WadiArab_Irbid,17450.144855464157,155,PL_WadiAIr2IR_ROUIrbid,River supply,575.0,3802.607407652274
22,"LINESTRING (225401.0966596378 1215149.60215802, 227165.2116548522 1215369.219370931)",PL_WadiArab_Irbid,17450.144855464157,155,PL_WadiAIr2IR_ROUIrbid,River supply,575.0,1777.7326673453792
22,"LINESTRING (225401.0966596378 1215149.60215802, 227165.2116548522 1215369.219370931)",PL_WadiArab_Irbid,17450.144855464157,130,PL_WadiArab2Hofa Outflow,Diversion Outflow,565.0,1777.7326673453792
23,"LINESTRING (227165.2116548522 1215369.219370931, 228993.8112525393 1215476.409435895)",PL_WadiArab_Irbid,17450.144855464157,130,PL_WadiArab2Hofa Outflow,Diversion Outflow,565.0,1831.7385726922437
24,"LINESTRING (222442.6069340374 1102409.548120135, 222456.3276371542 1102700.137405439, 222436.4632319364 1103057.087163235)",PL_WLibMadaba,38729.81134880218,12,Tributary Inflow 4,Tributary inflow,680.0,648.4150907666685
24,"LINESTRING (222442.6069340374 1102409.548120135, 222456.3276371542 1102700.137405439, 222436.4632319364 1103057.087163235)",PL_WLibMadaba,38729.81134880218,13,WF_Heedan,Tributary inflow,673.0,648.4150907666685
25,"LINESTRING (222436.4632319364 1103057.087163235, 222505.0619871817 1104135.243161566)",PL_WLibMadaba,38729.81134880218,13,WF_Heedan,Tributary inflow,673.0,1080.336126378677
25,"LINESTRING (222436.4632319364 1103057.087163235, 222505.0619871817 1104135.243161566)",PL_WLibMadaba,38729.81134880218,11,Tributary Inflow 1,Tributary inflow,576.0,1080.336126378677
26,"LINESTRING (222505.0619871817 1104135.243161566, 222689.19856267 1104902.402961505)",PL_WLibMadaba,38729.81134880218,11,Tributary Inflow 1,Tributary inflow,576.0,788.948944529787
25,"LINESTRING (222436.4632319364 1103057.087163235, 222505.0619871817 1104135.243161566)",PL_WLibMadaba,38729.81134880218,14,WF_Wala,Tributary inflow,576.0,1080.336126378677
26,"LINESTRING (222505.0619871817 1104135.243161566, 222689.19856267 1104902.402961505)",PL_WLibMadaba,38729.81134880218,14,WF_Wala,Tributary inflow,576.0,788.948944529787
26,"LINESTRING (222505.0619871817 1104135.243161566, 222689.19856267 1104902.402961505)",PL_WLibMadaba,38729.81134880218,10,PS_Amman2Madaba Inflow,Tributary inflow,591.0,788.948944529787
27,"LINESTRING (222689.19856267 1104902.402961505, 222900.8489744854 1106593.388624581)",PL_WLibMadaba,38729.81134880218,10,PS_Amman2Madaba Inflow,Tributary inflow,591.0,1704.1796881639987
27,"LINESTRING (222689.19856267 1104902.402961505, 222900.8489744854 1106593.388624581)",PL_WLibMadaba,38729.81134880218,158,PL_WLibMadaba2MD_Theeban,River supply,621.0,1704.1796881639987
28,"LINESTRING (222900.8489744854 1106593.388624581, 223163.3877677335 1108343.416495326)",PL_WLibMadaba,38729.81134880218,158,PL_WLibMadaba2MD_Theeban,River supply,621.0,1769.6113037458406
28,"LINESTRING (222900.8489744854 1106593.388624581, 223163.3877677335 1108343.416495326)",PL_WLibMadaba,38729.81134880218,156,PL_WLibMadaba2MD_Arid,River supply,647.0,1769.6113037458406
29,"LINESTRING (223163.3877677335 1108343.416495326, 225084.9037163351 1118099.425364348)",PL_WLibMadaba,38729.81134880218,156,PL_WLibMadaba2MD_Arid,River supply,647.0,9943.436659080955
29,"LINESTRING (223163.3877677335 1108343.416495326, 225084.9037163351 1118099.425364348)",PL_WLibMadaba,38729.81134880218,157,PL_WLibMadaba2MD_QMadaba,River supply,725.0,9943.436659080955
30,"LINESTRING (225084.9037163351 1118099.425364348, 225116.8428797385 1119216.242906551, 225277.1797900227 1119382.329827248, 225105.7574003849 1119867.098928674, 225533.2940095285 1124622.109810248, 227026.6044427296 1131532.130209572, 235296.1962366734 1135303.190039915)",PL_WLibMadaba,38729.81134880218,157,PL_WLibMadaba2MD_QMadaba,River supply,725.0,22794.88353613625
30,"LINESTRING (225084.9037163351 1118099.425364348, 225116.8428797385 1119216.242906551, 225277.1797900227 1119382.329827248, 225105.7574003849 1119867.098928674, 225533.2940095285 1124622.109810248, 227026.6044427296 1131532.130209572, 235296.1962366734 1135303.190039915)",PL_WLibMadaba,38729.81134880218,97,PL_WLibMadaba Inflow,Tributary inflow,798.0,22794.88353613625
31,"LINESTRING (230493.270760891 1232522.872996074, 230118.2948375746 1233415.606740713)",PL_BaniKinana,5686.374721606431,15,WF_BaniKinana_Gov,Tributary inflow,459.0,968.287396326159
32,"LINESTRING (230118.2948375746 1233415.606740713, 229743.3843367542 1234308.354776878, 229092.2201267003 1234683.735383806)",PL_BaniKinana,5686.374721606431,15,WF_BaniKinana_Gov,Tributary inflow,459.0,1719.8904527071259
32,"LINESTRING (230118.2948375746 1233415.606740713, 229743.3843367542 1234308.354776878, 229092.2201267003 1234683.735383806)",PL_BaniKinana,5686.374721606431,16,WF_Kufr Assad,Tributary inflow,403.0,1719.8904527071259
33,"LINESTRING (229092.2201267003 1234683.735383806, 227380.5206168262 1235718.371241557)",PL_BaniKinana,5686.374721606431,16,WF_Kufr Assad,Tributary inflow,403.0,2000.0966402271051
33,"LINESTRING (229092.2201267003 1234683.735383806, 227380.5206168262 1235718.371241557)",PL_BaniKinana,5686.374721606431,159,PL_BaniKinana2IR_BaniKinana,River supply,271.0,2000.0966402271051
34,"LINESTRING (227380.5206168262 1235718.371241557, 226519.7192953093 1236223.569379602)",PL_BaniKinana,5686.374721606431,159,PL_BaniKinana2IR_BaniKinana,River supply,271.0,998.1002323460419
35,"LINESTRING (321834.8406784575 1148500.330719697, 321229.377453186 1147664.914312344)",PL_ToKhaw,82512.51699325562,22,WF_Awssa,Tributary inflow,534.0,1031.7491414246272
36,"LINESTRING (321229.377453186 1147664.914312344, 319533.7009507314 1146052.552060756)",PL_ToKhaw,82512.51699325562,22,WF_Awssa,Tributary inflow,534.0,2339.878379600405
36,"LINESTRING (321229.377453186 1147664.914312344, 319533.7009507314 1146052.552060756)",PL_ToKhaw,82512.51699325562,160,PL_ToKhaw2AzraqWL,River supply,540.0,2339.878379600405
37,"LINESTRING (319533.7009507314 1146052.552060756, 316828.6124165237 1143115.906012661)",PL_ToKhaw,82512.51699325562,160,PL_ToKhaw2AzraqWL,River supply,540.0,3992.667528068698
37,"LINESTRING (319533.7009507314 1146052.552060756, 316828.6124165237 1143115.906012661)",PL_ToKhaw,82512.51699325562,161,PL_ToKhaw2ZA_Azraq,River supply,565.0,3992.667528068698
38,"LINESTRING (316828.6124165237 1143115.906012661, 313562.105459714 1144920.891601585, 308679.7208876077 1145816.302916085, 298765.9205152087 1149006.340125807)",PL_ToKhaw,82512.51699325562,161,PL_ToKhaw2ZA_Azraq,River supply,565.0,19110.2444312394
38,"LINESTRING (316828.6124165237 1143115.906012661, 313562.105459714 1144920.891601585, 308679.7208876077 1145816.302916085, 298765.9205152087 1149006.340125807)",PL_ToKhaw,82512.51699325562,164,PL_ToKhaw2ZA_RC_Azraq,River supply,629.0,19110.2444312394
39,"LINESTRING (298765.9205152087 1149006.340125807, 285987.4039285253 1157383.415828317)",PL_ToKhaw,82512.51699325562,164,PL_ToKhaw2ZA_RC_Azraq,River supply,629.0,15279.590422577548
39,"LINESTRING (298765.9205152087 1149006.340125807, 285987.4039285253 1157383.415828317)",PL_ToKhaw,82512.51699325562,17,PL_AbuAlanda2Khaw Inflow,Tributary inflow,640.0,15279.590422577548
40,"LINESTRING (285987.4039285253 1157383.415828317, 284770.7701301862 1158076.132537631, 284157.2276312613 1158346.508479695, 280051.5682928286 1160572.705015312)",PL_ToKhaw,82512.51699325562,17,PL_AbuAlanda2Khaw Inflow,Tributary inflow,640.0,6740.868589981203
40,"LINESTRING (285987.4039285253 1157383.415828317, 284770.7701301862 1158076.132537631, 284157.2276312613 1158346.508479695, 280051.5682928286 1160572.705015312)",PL_ToKhaw,82512.51699325562,20,PS_Halabat Inflow,Tributary inflow,621.0,6740.868589981203
41,"LINESTRING (280051.5682928286 1160572.705015312, 278424.919564172 1161517.920188889, 274836.1924809107 1163418.935165849, 272360.5474807453 1163239.483695941)",PL_ToKhaw,82512.51699325562,20,PS_Halabat Inflow,Tributary inflow,621.0,8424.609768990344
41,"LINESTRING (280051.5682928286 1160572.705015312, 278424.919564172 1161517.920188889, 274836.1924809107 1163418.935165849, 272360.5474807453 1163239.483695941)",PL_ToKhaw,82512.51699325562,23,WF_Corridor,Tributary inflow,666.0,8424.609768990344
42,"LINESTRING (272360.5474807453 1163239.483695941, 270240.3057457971 1164269.721712677)",PL_ToKhaw,82512.51699325562,23,WF_Corridor,Tributary inflow,666.0,2357.289839146583
42,"LINESTRING (272360.5474807453 1163239.483695941, 270240.3057457971 1164269.721712677)",PL_ToKhaw,82512.51699325562,21,WF_ArnoubQtaishat,Tributary inflow,637.0,2357.289839146583
43,"LINESTRING (270240.3057457971 1164269.721712677, 269562.0841198289 1164571.364212628, 268442.610924506 1165096.11701915)",PL_ToKhaw,82512.51699325562,21,WF_ArnoubQtaishat,Tributary inflow,637.0,1978.6352775307903
43,"LINESTRING (270240.3057457971 1164269.721712677, 269562.0841198289 1164571.364212628, 268442.610924506 1165096.11701915)",PL_ToKhaw,82512.51699325562,24,WF_Tamween,Tributary inflow,613.0,1978.6352775307903
44,"LINESTRING (268442.610924506 1165096.11701915, 268126.2125386994 1165198.411183126, 266803.9277591828 1165618.232991479)",PL_ToKhaw,82512.51699325562,24,WF_Tamween,Tributary inflow,613.0,1719.8547660402267
44,"LINESTRING (268442.610924506 1165096.11701915, 268126.2125386994 1165198.411183126, 266803.9277591828 1165618.232991479)",PL_ToKhaw,82512.51699325562,132,PL_KhawZaatari Outflow,Diversion Outflow,602.0,1719.8547660402267
45,"LINESTRING (266803.9277591828 1165618.232991479, 265164.7421832879 1165710.282169913)",PL_ToKhaw,82512.51699325562,132,PL_KhawZaatari Outflow,Diversion Outflow,602.0,1641.7680723756293
45,"LINESTRING (266803.9277591828 1165618.232991479, 265164.7421832879 1165710.282169913)",PL_ToKhaw,82512.51699325562,18,PL_ZatariKhaw Inflow,Tributary inflow,597.0,1641.7680723756293
46,"LINESTRING (265164.7421832879 1165710.282169913, 263689.6450420842 1165931.65337698)",PL_ToKhaw,82512.51699325562,18,PL_ZatariKhaw Inflow,Tributary inflow,597.0,1491.6154957984206
46,"LINESTRING (265164.7421832879 1165710.282169913, 263689.6450420842 1165931.65337698)",PL_ToKhaw,82512.51699325562,162,PL_ToKhaw2ZA_Hashmiyya,River supply,614.0,1491.6154957984206
47,"LINESTRING (263689.6450420842 1165931.65337698, 262180.4530680312 1166068.636945202, 261301.8371010409 1166018.532763162, 255057.7263919174 1162763.470616616, 254039.1823611324 1162580.8544227, 253750.811962436 1162159.254155646, 253058.9134279258 1161872.976385928, 252590.5072781422 1161628.490297994, 252353.2505610295 1161532.292819051)",PL_ToKhaw,82512.51699325562,162,PL_ToKhaw2ZA_Hashmiyya,River supply,614.0,12515.802502405873
47,"LINESTRING (263689.6450420842 1165931.65337698, 262180.4530680312 1166068.636945202, 261301.8371010409 1166018.532763162, 255057.7263919174 1162763.470616616, 254039.1823611324 1162580.8544227, 253750.811962436 1162159.254155646, 253058.9134279258 1161872.976385928, 252590.5072781422 1161628.490297994, 252353.2505610295 1161532.292819051)",PL_ToKhaw,82512.51699325562,131,PL_Khaw2AinGhsal Outflow,Diversion Outflow,611.0,12515.802502405873
48,"LINESTRING (252353.2505610295 1161532.292819051, 252161.9032443679 1161365.495625644, 251763.8492545333 1161177.070426967, 251322.5698893481 1160958.370857198)",PL_ToKhaw,82512.51699325562,131,PL_Khaw2AinGhsal Outflow,Diversion Outflow,611.0,1186.7401597898079
48,"LINESTRING (252353.2505610295 1161532.292819051, 252161.9032443679 1161365.495625644, 251763.8492545333 1161177.070426967, 251322.5698893481 1160958.370857198)",PL_ToKhaw,82512.51699325562,19,PL_ZayDabouq2Russeifa Inflow,Tributary inflow,677.0,1186.7401597898079
49,"LINESTRING (251322.5698893481 1160958.370857198, 251117.1276396092 1160896.837824535, 250537.3465878079 1160866.707503426)",PL_ToKhaw,82512.51699325562,19,PL_ZayDabouq2Russeifa Inflow,Tributary inflow,677.0,795.0228318706622
49,"LINESTRING (251322.5698893481 1160958.370857198, 251117.1276396092 1160896.837824535, 250537.3465878079 1160866.707503426)",PL_ToKhaw,82512.51699325562,163,PL_ToKhaw2ZA_QZarqa,River supply,669.0,795.0228318706622
50,"LINESTRING (250537.3465878079 1160866.707503426, 250248.9133099467 1160786.788878931, 250075.1185203109 1160424.984830748)",PL_ToKhaw,82512.51699325562,163,PL_ToKhaw2ZA_QZarqa,River supply,669.0,700.6815349053272
50,"LINESTRING (250537.3465878079 1160866.707503426, 250248.9133099467 1160786.788878931, 250075.1185203109 1160424.984830748)",PL_ToKhaw,82512.51699325562,165,PL_ToKhaw2ZA_Rusaifa,River supply,646.0,700.6815349053272
51,"LINESTRING (250075.1185203109 1160424.984830748, 249820.7186527424 1160220.029200179, 249721.0381935607 1160161.576236862, 249572.8081994879 1160029.54833851, 249167.755809119 1159636.005762005)",PL_ToKhaw,82512.51699325562,165,PL_ToKhaw2ZA_Rusaifa,River supply,646.0,1205.4982515100714
52,"LINESTRING (287308.9398120068 1169619.280568068, 287760.4381910596 1168540.862331958)",PS_Halabat,13927.87437050033,25,Halabat Private Wells,Tributary inflow,605.0,1169.1179060557658
53,"LINESTRING (287760.4381910596 1168540.862331958, 288255.0286340302 1167337.62855146)",PS_Halabat,13927.87437050033,25,Halabat Private Wells,Tributary inflow,605.0,1300.9193813644629
53,"LINESTRING (287760.4381910596 1168540.862331958, 288255.0286340302 1167337.62855146)",PS_Halabat,13927.87437050033,26,WF_Halabat,Tributary inflow,599.0,1300.9193813644629
54,"LINESTRING (288255.0286340302 1167337.62855146, 286438.5616981595 1166251.802759349, 283206.9724040955 1165761.560060772)",PS_Halabat,13927.87437050033,26,WF_Halabat,Tributary inflow,599.0,5384.826651218431
54,"LINESTRING (288255.0286340302 1167337.62855146, 286438.5616981595 1166251.802759349, 283206.9724040955 1165761.560060772)",PS_Halabat,13927.87437050033,166,PS_Halabat2ZA_Dulayl,River supply,587.0,5384.826651218431
55,"LINESTRING (283206.9724040955 1165761.560060772, 281680.8985930412 1163276.807714153, 280051.5682928286 1160572.705015312)",PS_Halabat,13927.87437050033,166,PS_Halabat2ZA_Dulayl,River supply,587.0,6073.010431861672
55,"LINESTRING (283206.9724040955 1165761.560060772, 281680.8985930412 1163276.807714153, 280051.5682928286 1160572.705015312)",PS_Halabat,13927.87437050033,20,PS_Halabat Inflow,Tributary inflow,621.0,6073.010431861672
56,"LINESTRING (251091.9728468466 1172396.139064442, 252300.0481623305 1172362.661112664)",PS_QunayyaWell,8848.575473312936,27,Qunayya Well,Tributary inflow,497.0,1208.5390937561383
57,"LINESTRING (252300.0481623305 1172362.661112664, 253362.9249987901 1173230.888786677)",PS_QunayyaWell,8848.575473312936,27,Qunayya Well,Tributary inflow,497.0,1372.4162864836555
57,"LINESTRING (252300.0481623305 1172362.661112664, 253362.9249987901 1173230.888786677)",PS_QunayyaWell,8848.575473312936,168,PS_QunayyaWell2ZA_Hashemiyya,River supply,491.0,1372.4162864836555
58,"LINESTRING (253362.9249987901 1173230.888786677, 254421.9128873887 1174429.698337949, 255262.9977060633 1175487.042888645, 256200.8559682569 1176457.674885489)",PS_QunayyaWell,8848.575473312936,168,PS_QunayyaWell2ZA_Hashemiyya,River supply,491.0,4300.341796069482
58,"LINESTRING (253362.9249987901 1173230.888786677, 254421.9128873887 1174429.698337949, 255262.9977060633 1175487.042888645, 256200.8559682569 1176457.674885489)",PS_QunayyaWell,8848.575473312936,167,PS_QunayyaWell2MF_ROU,River supply,612.0,4300.341796069482
59,"LINESTRING (256200.8559682569 1176457.674885489, 256825.7255136539 1177063.036914102)",PS_QunayyaWell,8848.575473312936,167,PS_QunayyaWell2MF_ROU,River supply,612.0,870.0144449670955
59,"LINESTRING (256200.8559682569 1176457.674885489, 256825.7255136539 1177063.036914102)",PS_QunayyaWell,8848.575473312936,28,Qunayya_Deep_Well,Tributary inflow,595.0,870.0144449670955
60,"LINESTRING (256825.7255136539 1177063.036914102, 257272.8371651692 1177493.885965216)",PS_QunayyaWell,8848.575473312936,28,Qunayya_Deep_Well,Tributary inflow,595.0,620.9184598371755
60,"LINESTRING (256825.7255136539 1177063.036914102, 257272.8371651692 1177493.885965216)",PS_QunayyaWell,8848.575473312936,169,Withdrawal Node 2,River supply,582.0,620.9184598371755
61,"LINESTRING (257272.8371651692 1177493.885965216, 257630.3820860595 1177808.634376197)",PS_QunayyaWell,8848.575473312936,169,Withdrawal Node 2,River supply,582.0,476.34539219938796
62,"LINESTRING (255883.5314745264 1158934.290491629, 254048.5598615744 1159512.253367509)",PS_Awayan,4011.2147946144396,29,WF_Awayan,Tributary inflow,621.0,1923.8404056041106
63,"LINESTRING (254048.5598615744 1159512.253367509, 253092.3813208928 1159863.69906351)",PS_Awayan,4011.2147946144396,29,WF_Awayan,Tributary inflow,621.0,1018.7205106886003
63,"LINESTRING (254048.5598615744 1159512.253367509, 253092.3813208928 1159863.69906351)",PS_Awayan,4011.2147946144396,170,PS_Awayan2ZA_QZarqa,River supply,610.0,1018.7205106886003
64,"LINESTRING (253092.3813208928 1159863.69906351, 252047.5505582041 1160088.086650046)",PS_Awayan,4011.2147946144396,170,PS_Awayan2ZA_QZarqa,River supply,610.0,1068.653878321729
65,"LINESTRING (255269.7952435455 1171442.390198734, 254280.927755048 1171201.19293976, 253377.1637133691 1170705.715824693)",PS_Zarqa,6465.1592629281095,30,WF_ZarqaDesalination,Tributary inflow,601.0,2048.531146768751
66,"LINESTRING (253377.1637133691 1170705.715824693, 251779.7477887582 1170311.151828322)",PS_Zarqa,6465.1592629281095,30,WF_ZarqaDesalination,Tributary inflow,601.0,1645.42346629431
66,"LINESTRING (253377.1637133691 1170705.715824693, 251779.7477887582 1170311.151828322)",PS_Zarqa,6465.1592629281095,171,PS Zarqa Outflow,River supply,566.0,1645.42346629431
